symbol,meta,mass_num,is_stable,half_life_s,decay_const,decay_unc
Ac,,227,False,687057958.944,1.008862748093777e-09,1.390128717748177e-13
Fr,,227,False,148.2,0.00468,6e-05
Ra,,227,False,2532.0,0.0002737548106476877,3.2435404105176267e-06
Th,,227,False,1617240.0,4.286e-07,1.1e-10
Ac,,228,False,22140.0,3.130746072989816e-05,1.5271932063364955e-07
Pa,,228,False,79200.0,8.75e-06,4e-07
Ra,,228,False,181452474.0,3.819993000260472e-09,2.6573864349638065e-11
Th,,228,False,60355826.3952,1.148434578662434e-08,5.4041154491069265e-12
Th,,229,False,231628027680.0,2.9925013285419227e-12,6.523163658946971e-14
Th,,230,False,2378763041760.0,2.913897552599856e-13,1.1596832923586586e-15
Pa,,231,False,1030965621840.0,6.723281221762386e-13,5.350637029869055e-15
Th,,231,False,91879.2,7.544114234341889e-06,2.955925959698256e-09
Pa,,232,False,113200.0,6.12e-06,9e-08
Th,,232,False,4.4242846704e+17,1.5666875714335032e-18,6.704797024679757e-21
U,,232,False,2227920811.2,3.111184100778713e-10,4.847453981383265e-12
Pa,,233,False,2331072.0,2.973512532259601e-07,2.2042346421494447e-10
Th,,233,False,1329.0,0.0005215554406019152,1.8837216816321994e-06
U,,233,False,5021000000000.0,1.3806e-13,1.7e-16
Pa,,234,False,24120.0,2.873744529684682e-05,2.1445854699139417e-07
Pa,m,234,False,69.54,0.009967603976990872,9.460193593347677e-05
Th,,234,False,2082240.0000000002,3.3288534489777605e-07,4.143800973831237e-10
U,,234,False,7747231716000.0,8.94703044867524e-14,2.1866469528330527e-16
Np,,235,False,34210000.0,2.026e-08,6e-11
U,,235,False,2.2216094208e+16,3.120022691974107e-17,4.431850414735947e-20
Np,,236,False,4891327560000.0,1.4170941775159815e-13,7.314034464598614e-15
Np,m,236,False,81000.0,8.557372599505497e-06,1.5213106843565327e-07
Pu,,236,False,90189768.816,7.685430283939018e-09,2.151275096973833e-11
U,,236,False,739379385360000.0,9.374716069781355e-16,2.400695536435686e-18
Np,,237,False,67658105088000.0,1.024485063036274e-14,3.344867276704253e-17
Pu,,237,False,3905000.0,1.7749e-07,3.9e-10
U,,237,False,583113.6,1.1887000758684848e-06,2.818076931974479e-09
Np,,238,False,181612.8,3.8166207478765e-06,9.078546022541627e-09
Pu,,238,False,2768806968.48,2.503414605823765e-10,8.559657872659328e-14
U,,238,False,1.40996461536e+17,4.916060821731807e-18,5.5014109464321914e-21
Np,,239,False,203558.4,3.405151448232769e-06,4.335931385695376e-09
Pu,,239,False,760522543200.0,9.114091183194072e-13,4.159958631333394e-16
U,,239,False,1407.6000000000001,0.0004924319270815183,1.0495139110859298e-06
Cm,,240,False,2332800.0,2.971309930383853e-07,1.100485159401427e-08
Np,,240,False,3714.0,0.0001866,6e-07
Pu,,240,False,207045162072.0,3.347806698902258e-12,3.5718102259283346e-15
U,,240,False,50760.0,1.366e-05,1e-07
Am,,241,False,13651537435.2,5.077429438626378e-11,7.042204491853506e-14
Pu,,241,False,452211122.16,1.5327955165036784e-09,4.278563898126108e-12
Am,,242,False,57636.00000000001,1.2026288787562377e-05,1.502347131488117e-08
Am,m,242,False,4512644136.0,1.5360111714334066e-10,2.1482673726341352e-12
Cm,,242,False,14071104.000000002,4.926032673484221e-08,2.419763071833094e-11
Pu,,242,False,11770743096000.0,5.88872915589751e-14,4.736243288925612e-16
Am,,243,False,232480065384.0,2.9815338335140104e-12,9.308440093772532e-15
Cm,,243,False,911995912.8,7.600332093943846e-10,1.0519490787465533e-11
Pu,,243,False,17842.0,3.885e-05,2.4e-08
Am,,244,False,36360.0,1.9063453810779574e-05,1.8874706743346114e-07
Am,m,244,False,1560.0,0.0004443251157435547,5.1268282585794775e-05
Cm,,244,False,571496400.72,1.2128635975426677e-09,2.0091611223787977e-12
Pu,,244,False,2559000000000000.0,2.708e-16,2e-18
Am,,245,False,7379.999999999999,9.39223821896945e-05,4.5815796190094885e-07
Cm,,245,False,260344854000.0,2.6624193638179046e-12,2.2590224905121618e-14
Cm,,246,False,149043484296.0,4.65063725418118e-12,2.6586323494154534e-14
Cm,,248,False,10981819296000.0,6.311770043533825e-14,1.0882362144023836e-15
Cf,,252,False,83531251.94399999,8.29805808518992e-09,8.150718179634981e-12
